from_stop_I,to_stop_I,label,d,n_vehicles
189,2031,"[0, 0, 0, 1, 0]",913.0,13.0
191,185,"[0, 0, 0, 1, 0]",547.0,34.0
191,1314,"[0, 0, 0, 1, 0]",547.0,35.0
199,184,"[0, 0, 0, 1, 0]",310.0,60.0
200,778,"[0, 0, 1, 0, 0]",793.0,6.0
200,2316,"[0, 0, 1, 0, 0]",2814.0,6.0
201,232,"[0, 0, 0, 1, 0]",345.0,62.0
202,240,"[0, 0, 0, 1, 0]",462.0,61.0
203,205,"[0, 0, 0, 1, 0]",394.0,14.0
203,784,"[0, 0, 0, 1, 0]",199.0,14.0
204,226,"[0, 0, 0, 1, 0]",311.0,61.0
204,244,"[0, 0, 0, 1, 0]",672.0,62.0
205,203,"[0, 0, 0, 1, 0]",394.0,14.0
205,2216,"[0, 0, 0, 1, 0]",1336.0,14.0
206,775,"[0, 0, 0, 1, 0]",251.0,60.0
207,1687,"[0, 0, 0, 1, 0]",522.0,54.0
207,1698,"[0, 0, 0, 1, 0]",1101.0,3.0
208,184,"[0, 0, 0, 1, 0]",489.0,122.0
208,1788,"[0, 0, 0, 1, 0]",915.0,60.0
208,1848,"[0, 0, 0, 1, 0]",1091.0,61.0
209,233,"[0, 0, 0, 1, 0]",506.0,16.0
209,243,"[0, 0, 0, 1, 0]",503.0,30.0
210,228,"[0, 0, 0, 1, 0]",404.0,50.0
210,236,"[0, 0, 0, 1, 0]",525.0,52.0
212,231,"[0, 0, 0, 1, 0]",505.0,41.0
212,1402,"[0, 0, 0, 1, 0]",12993.0,43.0
214,228,"[0, 0, 0, 1, 0]",304.0,52.0
214,2403,"[0, 0, 0, 1, 0]",204.0,50.0
215,236,"[0, 0, 0, 1, 0]",266.0,50.0
215,238,"[0, 0, 0, 1, 0]",402.0,52.0
215,247,"[0, 0, 0, 1, 0]",106.0,52.0
215,1890,"[0, 0, 0, 1, 0]",744.0,51.0
218,167,"[0, 0, 0, 1, 0]",544.0,90.0
218,2312,"[0, 0, 0, 1, 0]",2151.0,3.0
220,845,"[0, 0, 0, 1, 0]",2261.0,45.0
220,1386,"[0, 0, 0, 1, 0]",1559.0,78.0
220,1705,"[0, 0, 0, 1, 0]",1939.0,33.0
220,1712,"[0, 0, 0, 1, 0]",2042.0,5.0
222,225,"[0, 0, 0, 1, 0]",194.0,37.0
223,242,"[0, 0, 0, 1, 0]",347.0,37.0
223,1538,"[0, 0, 0, 1, 0]",599.0,39.0
224,1171,"[0, 0, 0, 1, 0]",1451.0,60.0
224,2232,"[0, 0, 0, 1, 0]",1914.0,60.0
225,239,"[0, 0, 0, 1, 0]",204.0,38.0
226,202,"[0, 0, 0, 1, 0]",668.0,61.0
226,204,"[0, 0, 0, 1, 0]",311.0,62.0
227,222,"[0, 0, 0, 1, 0]",388.0,37.0
228,210,"[0, 0, 0, 1, 0]",404.0,52.0
