from_stop_I,to_stop_I,label,d,n_vehicles
246,912,"[0, 0, 0, 1, 0]",330.0,29.0
247,31,"[0, 0, 0, 1, 0]",493.0,36.0
248,2212,"[0, 0, 0, 1, 0]",354.0,65.0
249,610,"[0, 0, 0, 1, 0]",464.0,93.0
249,3092,"[0, 0, 0, 1, 0]",430.0,30.0
250,920,"[0, 0, 0, 1, 0]",402.0,94.0
251,1394,"[0, 0, 0, 1, 0]",308.0,7.0
252,1006,"[0, 0, 0, 1, 0]",301.0,27.0
253,1594,"[0, 0, 0, 1, 0]",280.0,27.0
254,444,"[0, 0, 0, 1, 0]",268.0,92.0
255,2169,"[0, 0, 0, 1, 0]",170.0,22.0
256,1971,"[0, 0, 0, 1, 0]",242.0,93.0
257,1278,"[0, 0, 0, 1, 0]",361.0,39.0
257,1461,"[0, 0, 0, 1, 0]",164.0,90.0
258,1632,"[0, 0, 0, 1, 0]",418.0,48.0
259,1296,"[0, 0, 0, 1, 0]",223.0,41.0
260,934,"[0, 0, 0, 1, 0]",224.0,37.0
261,1986,"[0, 0, 0, 1, 0]",242.0,93.0
262,664,"[0, 0, 0, 1, 0]",364.0,54.0
263,1862,"[0, 0, 0, 1, 0]",285.0,93.0
264,1468,"[0, 0, 0, 1, 0]",215.0,92.0
265,261,"[0, 0, 0, 1, 0]",376.0,93.0
266,693,"[0, 0, 0, 1, 0]",308.0,44.0
267,659,"[0, 0, 0, 1, 0]",292.0,24.0
268,229,"[0, 0, 0, 1, 0]",211.0,12.0
269,34,"[0, 0, 0, 1, 0]",479.0,53.0
270,193,"[0, 0, 0, 1, 0]",397.0,96.0
271,1620,"[0, 0, 0, 1, 0]",367.0,133.0
272,2459,"[0, 0, 0, 1, 0]",315.0,2.0
272,2463,"[0, 0, 0, 1, 0]",313.0,42.0
272,2871,"[0, 0, 0, 1, 0]",298.0,32.0
273,1208,"[0, 0, 0, 1, 0]",335.0,42.0
274,780,"[0, 0, 0, 1, 0]",300.0,92.0
274,1456,"[0, 0, 0, 1, 0]",261.0,37.0
275,218,"[0, 0, 0, 1, 0]",236.0,54.0
275,995,"[0, 0, 0, 1, 0]",420.0,22.0
276,272,"[0, 0, 0, 1, 0]",179.0,2.0
276,1583,"[0, 0, 0, 1, 0]",475.0,32.0
277,1660,"[0, 0, 0, 1, 0]",259.0,160.0
278,789,"[0, 0, 0, 1, 0]",1317.0,22.0
279,1195,"[0, 0, 0, 1, 0]",272.0,2.0
280,463,"[0, 0, 0, 1, 0]",477.0,48.0
281,2789,"[0, 0, 0, 1, 0]",341.0,39.0
282,722,"[0, 0, 0, 1, 0]",334.0,93.0
283,1085,"[0, 0, 0, 1, 0]",196.0,35.0
284,518,"[0, 0, 0, 1, 0]",387.0,83.0
285,67,"[0, 0, 0, 1, 0]",381.0,102.0
285,1028,"[0, 0, 0, 1, 0]",500.0,49.0
286,1423,"[0, 0, 0, 1, 0]",306.0,39.0
287,3017,"[0, 0, 0, 1, 0]",251.0,65.0
288,1591,"[0, 0, 0, 1, 0]",393.0,189.0
289,1481,"[0, 0, 0, 1, 0]",404.0,81.0
289,1530,"[0, 0, 0, 1, 0]",1057.0,3.0
289,1711,"[0, 0, 0, 1, 0]",388.0,38.0
290,277,"[0, 0, 0, 1, 0]",196.0,160.0
291,113,"[0, 0, 0, 1, 0]",149.0,92.0
292,1961,"[0, 0, 0, 1, 0]",408.0,63.0
293,1703,"[0, 0, 0, 1, 0]",171.0,48.0
294,1963,"[0, 0, 0, 1, 0]",164.0,112.0
295,6,"[0, 0, 0, 1, 0]",402.0,47.0
296,2460,"[0, 0, 0, 1, 0]",348.0,42.0
297,1859,"[0, 0, 0, 1, 0]",234.0,93.0
298,1990,"[0, 0, 0, 1, 0]",307.0,66.0
299,2920,"[0, 0, 0, 1, 0]",454.0,66.0
300,364,"[0, 0, 0, 1, 0]",249.0,41.0
301,1798,"[0, 0, 0, 1, 0]",516.0,44.0
301,2901,"[0, 0, 0, 1, 0]",474.0,102.0
302,1049,"[0, 0, 0, 1, 0]",403.0,29.0
303,793,"[0, 0, 0, 1, 0]",244.0,47.0
304,1207,"[0, 0, 0, 1, 0]",181.0,29.0
304,2873,"[0, 0, 0, 1, 0]",791.0,2.0
305,140,"[0, 0, 0, 1, 0]",314.0,133.0
306,2396,"[0, 0, 0, 1, 0]",276.0,76.0
307,2170,"[0, 0, 0, 1, 0]",431.0,22.0
308,1677,"[0, 0, 0, 1, 0]",480.0,20.0
309,1745,"[0, 0, 0, 1, 0]",527.0,36.0
309,2629,"[0, 0, 0, 1, 0]",231.0,151.0
310,740,"[0, 0, 0, 1, 0]",265.0,53.0
311,758,"[0, 0, 0, 1, 0]",516.0,48.0
311,2521,"[0, 0, 0, 1, 0]",519.0,22.0
312,2437,"[0, 0, 0, 1, 0]",351.0,94.0
313,1052,"[0, 0, 0, 1, 0]",171.0,119.0
314,159,"[0, 0, 0, 1, 0]",530.0,83.0
315,2340,"[0, 0, 0, 1, 0]",265.0,18.0
316,367,"[0, 0, 0, 1, 0]",281.0,123.0
317,1234,"[0, 0, 0, 1, 0]",179.0,50.0
318,1568,"[0, 0, 0, 1, 0]",341.0,29.0
319,666,"[0, 0, 0, 1, 0]",268.0,21.0
320,1048,"[0, 0, 0, 1, 0]",312.0,29.0
