from_stop_I,to_stop_I,label,d,n_vehicles
148,33,"[0, 0, 0, 1, 0]",259.0,90.0
149,151,"[0, 0, 0, 1, 0]",176.0,88.0
150,36,"[0, 0, 0, 1, 0]",229.0,90.0
151,150,"[0, 0, 0, 1, 0]",246.0,90.0
151,152,"[0, 0, 0, 1, 0]",351.0,88.0
152,100,"[0, 0, 0, 1, 0]",373.0,88.0
153,151,"[0, 0, 0, 1, 0]",358.0,90.0
154,156,"[0, 0, 0, 1, 0]",323.0,49.0
155,107,"[0, 0, 0, 1, 0]",209.0,49.0
156,158,"[0, 0, 0, 1, 0]",251.0,49.0
157,155,"[0, 0, 0, 1, 0]",320.0,49.0
158,157,"[0, 0, 0, 1, 0]",314.0,49.0
159,402,"[0, 0, 0, 1, 0]",397.0,64.0
160,159,"[0, 0, 0, 1, 0]",272.0,64.0
161,145,"[0, 0, 0, 1, 0]",255.0,35.0
161,407,"[0, 0, 0, 1, 0]",112.0,9.0
162,187,"[0, 0, 0, 1, 0]",573.0,54.0
163,377,"[0, 0, 0, 1, 0]",352.0,55.0
164,28,"[0, 0, 0, 1, 0]",379.0,43.0
165,167,"[0, 0, 0, 1, 0]",299.0,9.0
166,408,"[0, 0, 0, 1, 0]",364.0,9.0
167,169,"[0, 0, 0, 1, 0]",153.0,9.0
168,166,"[0, 0, 0, 1, 0]",291.0,9.0
169,172,"[0, 0, 0, 1, 0]",875.0,9.0
170,168,"[0, 0, 0, 1, 0]",139.0,9.0
171,170,"[0, 0, 0, 1, 0]",581.0,9.0
173,171,"[0, 0, 0, 1, 0]",493.0,9.0
174,176,"[0, 0, 0, 1, 0]",567.0,84.0
174,1187,"[0, 0, 0, 1, 0]",4809.0,2.0
175,190,"[0, 0, 0, 1, 0]",406.0,2.0
175,453,"[0, 0, 0, 1, 0]",426.0,88.0
176,413,"[0, 0, 0, 1, 0]",334.0,84.0
177,175,"[0, 0, 0, 1, 0]",607.0,85.0
179,413,"[0, 0, 0, 1, 0]",297.0,9.0
180,163,"[0, 0, 0, 1, 0]",718.0,50.0
181,180,"[0, 0, 0, 1, 0]",136.0,84.0
182,181,"[0, 0, 0, 1, 0]",520.0,84.0
183,182,"[0, 0, 0, 1, 0]",461.0,84.0
184,183,"[0, 0, 0, 1, 0]",379.0,84.0
185,215,"[0, 0, 0, 1, 0]",380.0,46.0
186,214,"[0, 0, 0, 1, 0]",619.0,44.0
187,184,"[0, 0, 0, 1, 0]",763.0,50.0
187,215,"[0, 0, 0, 1, 0]",454.0,4.0
188,163,"[0, 0, 0, 1, 0]",624.0,5.0
189,174,"[0, 0, 0, 1, 0]",609.0,6.0
